1, C60, P13
6328, C10, P9
6329, C61, P19
6330, C83, P11
6331, C31, P14
6332, C3, P12
6333, C37, P12
6334, C90, P15
6335, C59, P7
6336, C62, P13
6337, C39, P11
6338, C55, P13
6339, C85, P18
6340, C55, P13
6341, C66, P14
6342, C62, P13
6343, C67, P17
6344, C22, P17
6345, C4, P3
6346, C22, P4
6347, C21, P9
6348, C23, P5
6349, C82, P17
6350, C11, P1
6351, C49, P5
6352, C48, P2
6353, C72, P18
6354, C88, P16
6355, C34, P13
6356, C73, P14
6357, C97, P20
6358, C16, P4
6359, C76, P6
6360, C67, P4
6361, C46, P6
6362, C83, P5
6363, C62, P10
6364, C73, P4
6365, C81, P1
6366, C44, P9
6367, C22, P9
6368, C4, P12
6369, C86, P13
6370, C76, P4
6371, C76, P17
6372, C82, P11
6373, C30, P20
6374, C17, P11
6375, C51, P20
6376, C72, P4
6377, C77, P20
6378, C71, P12
6379, C43, P4
6380, C66, P9
6381, C21, P20
6382, C13, P17
6383, C66, P20
6384, C97, P14
6385, C17, P5
6386, C90, P8
6387, C47, P19
6388, C89, P6
6389, C26, P15
6390, C9, P7
6391, C34, P1
6392, C50, P11
6393, C37, P20
6394, C53, P16
6395, C37, P15
6396, C95, P15
6397, C30, P17
6398, C5, P14
6399, C97, P1
6400, C20, P7
6401, C17, P8
6402, C54, P6
6403, C18, P1
6404, C74, P1
6405, C56, P17
6406, C40, P18
6407, C81, P20
6408, C69, P18
6409, C3, P3
6410, C7, P17
6411, C19, P7
6412, C28, P17
6413, C93, P13
6414, C18, P11
6415, C51, P15
6416, C43, P9
6417, C41, P6
6418, C21, P16
6419, C60, P6
6420, C87, P11
6421, C56, P9
6422, C46, P13
6423, C79, P12
6424, C94, P1
6425, C32, P11
6426, C94, P13
6427, C24, P19
6428, C18, P12
6429, C14, P1
6430, C94, P8
6431, C22, P2
6432, C27, P1
6433, C89, P4
6434, C95, P19
6435, C41, P13
6436, C49, P9
6437, C100, P7
6438, C75, P19
6439, C27, P6
6440, C43, P16
6441, C29, P8
6442, C51, P2
6443, C65, P11
6444, C85, P8
6445, C36, P9
6446, C42, P10
6447, C8, P16
6448, C50, P2
6449, C5, P17
6450, C54, P10
6451, C7, P14
6452, C7, P11
6453, C20, P13
6454, C100, P16
6455, C3, P20
6456, C92, P8
6457, C64, P11
6458, C6, P16
6459, C88, P11
6460, C84, P14
6461, C46, P20
6462, C30, P16
6463, C2, P9
6464, C98, P10
6465, C77, P10
6466, C14, P12
6467, C1, P6
6468, C13, P17
6469, C68, P7
6470, C74, P12
6471, C33, P2
6472, C30, P20
6473, C29, P12
6474, C91, P2
6475, C73, P7
6476, C82, P18
6477, C19, P11
6478, C6, P20
6479, C42, P20
6480, C49, P6
6481, C43, P12
6482, C49, P13
6483, C9, P2
6484, C94, P4
6485, C60, P15
6486, C61, P17
6487, C58, P14
6488, C64, P16
6489, C72, P10
6490, C33, P9
6491, C81, P16
6492, C1, P12
6493, C98, P20
6494, C81, P12
6495, C84, P13
6496, C7, P18
6497, C72, P13
6498, C79, P14
6499, C7, P19
6500, C52, P4
6501, C20, P13
6502, C87, P6
6503, C59, P10
6504, C86, P14
6505, C94, P10
6506, C29, P11
6507, C19, P4
6508, C51, P8
6509, C19, P1
6510, C64, P15
6511, C78, P5
6512, C100, P20
6513, C1, P19
6514, C10, P3
6515, C2, P20
6516, C57, P19
6517, C79, P5
6518, C20, P17
6519, C53, P4
6520, C27, P1
6521, C19, P19
6522, C32, P3
6523, C58, P2
6524, C12, P10
6525, C46, P16
6526, C6, P8
6527, C73, P10
6528, C72, P7
6529, C28, P18
6530, C45, P14
6531, C22, P1
6532, C15, P11
6533, C83, P17
6534, C76, P20
6535, C73, P9
6536, C10, P3
6537, C34, P7
6538, C36, P10
6539, C94, P9
6540, C45, P12
6541, C92, P18
6542, C85, P4
6543, C3, P12
6544, C86, P17
6545, C28, P10
6546, C32, P17
6547, C16, P4
6548, C77, P20
6549, C39, P13
6550, C33, P13
6551, C93, P14
6552, C78, P5
6553, C92, P5
6554, C51, P2
6555, C100, P11
6556, C28, P9
6557, C7, P5
6558, C98, P19
6559, C73, P12
6560, C99, P8
6561, C31, P20
6562, C91, P11
6563, C43, P15
6564, C5, P14
6565, C15, P8
6566, C61, P1
6567, C77, P13
6568, C53, P2
6569, C23, P16
6570, C36, P17
6571, C49, P20
6572, C45, P14
6573, C92, P12
6574, C100, P20
6575, C54, P4
6576, C87, P12
6577, C35, P10
6578, C55, P9
6579, C47, P12
6580, C27, P13
6581, C100, P10
6582, C69, P18
6583, C72, P14
6584, C17, P15
6585, C88, P16
6586, C54, P11
6587, C13, P12
6588, C95, P3
6589, C80, P4
6590, C20, P5
6591, C51, P12
6592, C98, P7
6593, C74, P9
6594, C98, P13
6595, C6, P17
6596, C14, P13
6597, C82, P11
6598, C95, P18
6599, C77, P19
6600, C20, P15
6601, C72, P7
6602, C34, P20
6603, C74, P7
6604, C72, P16
6605, C71, P19
6606, C67, P16
6607, C63, P10
6608, C68, P7
6609, C38, P4
6610, C54, P2
6611, C42, P2
6612, C22, P7
6613, C37, P8
6614, C92, P3
6615, C20, P15
6616, C77, P12
6617, C51, P7
6618, C58, P12
6619, C40, P4
6620, C3, P9
6621, C46, P14
6622, C74, P10
6623, C28, P6
6624, C58, P18
6625, C88, P18
6626, C52, P9
6627, C35, P2
6628, C46, P15
6629, C81, P11
6630, C65, P2
6631, C19, P2
6632, C6, P17
6633, C20, P2
6634, C13, P8
6635, C15, P18
6636, C45, P2
6637, C28, P5
6638, C50, P12
6639, C94, P11
6640, C67, P4
6641, C42, P16
6642, C63, P18
6643, C83, P1
6644, C36, P9
6645, C71, P17
6646, C53, P17
6647, C51, P11
6648, C34, P16
6649, C51, P9
6650, C83, P10
6651, C51, P2
6652, C27, P3
6653, C32, P17
6654, C12, P5
6655, C53, P17
6656, C81, P11
6657, C43, P18
6658, C90, P2
6659, C71, P2
6660, C49, P3
6661, C47, P3
6662, C94, P14
6663, C28, P2
6664, C63, P18
6665, C85, P13
6666, C99, P16
6667, C20, P15
6668, C87, P7
6669, C27, P19
6670, C29, P11
6671, C64, P3
6672, C83, P8
6673, C57, P10
6674, C63, P14
6675, C38, P1
6676, C96, P12
6677, C30, P1
6678, C12, P9
6679, C100, P8
6680, C35, P10
6681, C16, P3
6682, C53, P20
6683, C57, P4
6684, C58, P14
6685, C98, P8
6686, C64, P17
6687, C50, P19
6688, C60, P15
6689, C13, P12
6690, C95, P10
6691, C96, P12
6692, C9, P11
6693, C59, P1
6694, C52, P2
6695, C40, P2
6696, C21, P15
6697, C98, P18
6698, C60, P4
6699, C75, P20
6700, C94, P16
6701, C38, P11
6702, C87, P17
6703, C40, P18
6704, C90, P18
6705, C64, P20
6706, C33, P6
6707, C23, P10
6708, C29, P1
6709, C49, P19
6710, C47, P19
6711, C16, P8
6712, C47, P1
6713, C80, P20
6714, C53, P19
6715, C80, P3
6716, C14, P13
6717, C16, P11
6718, C9, P7
6719, C72, P4
6720, C39, P15
6721, C7, P11
6722, C91, P17
6723, C43, P19
6724, C21, P4
6725, C91, P7
6726, C23, P4
6727, C8, P1
6728, C97, P18
6729, C66, P19
6730, C1, P9
6731, C24, P13
6732, C50, P15
6733, C7, P13
6734, C35, P17
6735, C15, P19
6736, C10, P3
6737, C47, P5
6738, C1, P4
6739, C18, P10
6740, C78, P15
6741, C23, P17
6742, C4, P11
6743, C26, P2
6744, C50, P4
6745, C52, P7
6746, C91, P19
6747, C25, P9
6748, C44, P18
6749, C59, P17
6750, C50, P1
6751, C37, P12
6752, C43, P7
6753, C14, P4
6754, C97, P12
6755, C74, P17
6756, C88, P8
6757, C54, P18
6758, C56, P1
6759, C52, P13
6760, C97, P18
6761, C80, P9
6762, C27, P3
6763, C2, P13
6764, C86, P19
6765, C42, P2
6766, C30, P3
6767, C13, P12
6768, C5, P1
6769, C15, P5
6770, C73, P14
6771, C85, P14
6772, C1, P14
6773, C97, P13
6774, C80, P5
6775, C26, P20
6776, C1, P4
6777, C95, P13
6778, C9, P5
6779, C79, P7
6780, C67, P5
6781, C100, P14
6782, C61, P20
6783, C54, P20
6784, C81, P10
6785, C53, P4
6786, C57, P12
6787, C59, P2
6788, C19, P17
6789, C83, P5
6790, C32, P12
6791, C21, P2
6792, C51, P4
6793, C56, P3
6794, C68, P3
6795, C14, P6
6796, C22, P19
6797, C78, P7
6798, C37, P17
6799, C62, P1
6800, C12, P12
6801, C50, P7
6802, C23, P3
6803, C33, P17
6804, C40, P6
6805, C10, P1
6806, C13, P1
6807, C42, P18
6808, C95, P6
6809, C81, P8
6810, C91, P19
6811, C53, P6
6812, C73, P19
6813, C20, P12
6814, C98, P3
6815, C33, P4
6816, C4, P18
6817, C61, P7
6818, C30, P16
6819, C64, P5
6820, C75, P17
6821, C30, P5
6822, C47, P17
6823, C73, P2
6824, C52, P6
6825, C89, P7
6826, C44, P19
6827, C81, P8
6828, C35, P7
6829, C28, P18
6830, C82, P19
6831, C7, P4
6832, C69, P1
6833, C5, P8
6834, C35, P8
6835, C12, P15
6836, C83, P7
6837, C33, P3
6838, C63, P15
6839, C37, P12
6840, C9, P17
6841, C7, P9
6842, C20, P10
6843, C49, P19
6844, C4, P19
6845, C45, P19
6846, C12, P2
6847, C20, P4
6848, C95, P20
6849, C32, P19
6850, C36, P20
6851, C40, P4
6852, C72, P1
6853, C79, P13
6854, C78, P16
6855, C81, P15
6856, C31, P16
6857, C96, P12
6858, C47, P15
6859, C79, P3
6860, C92, P17
6861, C56, P1
6862, C44, P2
6863, C90, P3
6864, C31, P2
6865, C81, P14
6866, C26, P17
6867, C54, P14
6868, C5, P17
6869, C88, P17
6870, C55, P20
6871, C31, P15
6872, C9, P8
6873, C9, P19
6874, C9, P10
6875, C58, P4
6876, C72, P2
6877, C73, P7
6878, C79, P7
6879, C35, P14
6880, C48, P7
6881, C92, P7
6882, C42, P20
6883, C82, P18
6884, C59, P17
6885, C1, P6
6886, C78, P10
6887, C24, P7
6888, C41, P19
6889, C98, P16
6890, C24, P15
6891, C40, P3
6892, C10, P5
6893, C90, P7
6894, C90, P3
6895, C91, P20
6896, C51, P13
6897, C67, P19
6898, C32, P5
6899, C16, P6
6900, C71, P11
6901, C49, P8
6902, C4, P15
6903, C14, P20
6904, C72, P11
6905, C32, P2
6906, C69, P8
6907, C82, P16
6908, C39, P15
6909, C97, P11
6910, C67, P16
6911, C66, P13
6912, C54, P19
6913, C83, P14
6914, C49, P13
6915, C43, P10
6916, C51, P18
6917, C6, P9
6918, C5, P5
6919, C72, P7
6920, C18, P11
6921, C87, P2
6922, C97, P18
6923, C98, P1
6924, C16, P19
6925, C5, P7
6926, C5, P16
6927, C97, P11
6928, C75, P10
6929, C87, P5
6930, C3, P14
6931, C42, P1
6932, C75, P6
6933, C85, P20
6934, C32, P5
6935, C7, P5
6936, C90, P18
6937, C17, P15
6938, C39, P20
6939, C96, P8
6940, C2, P11
6941, C76, P16
6942, C55, P14
6943, C18, P13
6944, C25, P6
6945, C85, P19
6946, C19, P2
6947, C27, P17
6948, C8, P11
6949, C25, P5
6950, C23, P20
6951, C82, P3
6952, C80, P16
6953, C4, P3
6954, C5, P2
6955, C62, P20
6956, C93, P11
6957, C92, P9
6958, C51, P6
6959, C2, P17
6960, C65, P17
6961, C37, P2
6962, C92, P18
6963, C18, P4
6964, C14, P18
6965, C87, P6
6966, C71, P17
6967, C26, P3
6968, C9, P2
6969, C85, P18
6970, C50, P3
6971, C82, P12
6972, C94, P19
6973, C92, P8
6974, C78, P9
6975, C99, P1
6976, C31, P9
6977, C89, P7
6978, C69, P16
6979, C21, P9
6980, C34, P13
6981, C27, P4
6982, C93, P18
6983, C45, P20
6984, C24, P8
6985, C87, P2
6986, C55, P17
6987, C30, P14
6988, C33, P10
6989, C31, P19
6990, C61, P20
6991, C65, P17
6992, C16, P11
6993, C79, P20
6994, C39, P15
6995, C4, P6
6996, C13, P9
6997, C16, P15
6998, C35, P6
6999, C100, P7
7000, C42, P2
7001, C79, P3
7002, C86, P11
7003, C65, P18
7004, C29, P12
7005, C56, P5
7006, C49, P17
7007, C22, P15
7008, C74, P5
7009, C1, P12
7010, C56, P11
7011, C35, P16
7012, C42, P20
7013, C66, P17
7014, C18, P12
7015, C85, P1
7016, C34, P14
7017, C79, P11
7018, C61, P5
7019, C8, P14
7020, C45, P14
7021, C63, P8
7022, C20, P19
7023, C97, P11
7024, C66, P5
7025, C65, P8
7026, C27, P13
7027, C82, P7
7028, C41, P20
7029, C95, P15
7030, C20, P7
7031, C65, P9
7032, C47, P13
7033, C10, P19
7034, C40, P6
7035, C78, P9
7036, C18, P18
7037, C65, P1
7038, C93, P12
7039, C34, P13
7040, C45, P11
7041, C50, P15
7042, C4, P5
7043, C100, P15
7044, C70, P8
7045, C58, P17
7046, C95, P2
7047, C95, P3
7048, C36, P14
7049, C98, P4
7050, C45, P19
7051, C6, P8
7052, C39, P9
7053, C83, P15
7054, C48, P7
7055, C46, P17
7056, C31, P11
7057, C81, P20
7058, C94, P19
7059, C55, P8
7060, C98, P3
7061, C22, P18
7062, C22, P1
7063, C84, P12
7064, C18, P3
7065, C79, P20
7066, C43, P10
7067, C11, P17
7068, C34, P3
7069, C43, P4
7070, C96, P4
7071, C55, P6
7072, C98, P5
7073, C52, P6
7074, C7, P18
7075, C20, P5
7076, C9, P9
7077, C11, P11
7078, C11, P9
7079, C67, P14
7080, C48, P20
7081, C13, P7
7082, C95, P13
7083, C10, P11
7084, C48, P15
7085, C96, P18
7086, C89, P12
7087, C14, P18
7088, C58, P4
7089, C16, P3
7090, C4, P13
7091, C61, P14
7092, C71, P16
7093, C91, P8
7094, C59, P15
7095, C94, P18
7096, C55, P11
7097, C43, P16
7098, C84, P10
7099, C63, P16
7100, C91, P3
7101, C23, P7
7102, C67, P15
7103, C97, P12
7104, C40, P10
7105, C32, P15
7106, C50, P3
7107, C29, P11
7108, C1, P19
7109, C2, P15
7110, C47, P11
7111, C17, P16
7112, C46, P17
7113, C12, P15
7114, C61, P12
7115, C87, P15
7116, C76, P8
7117, C42, P6
7118, C29, P17
7119, C99, P15
7120, C70, P6
7121, C34, P17
7122, C99, P6
7123, C21, P14
7124, C99, P6
7125, C19, P16
7126, C42, P1
7127, C34, P8
7128, C23, P11
7129, C11, P8
7130, C8, P20
7131, C4, P5
7132, C51, P10
7133, C36, P5
7134, C94, P3
7135, C10, P11
7136, C60, P19
7137, C31, P16
7138, C16, P18
7139, C55, P6
7140, C76, P4
7141, C75, P20
7142, C26, P12
7143, C94, P1
7144, C19, P4
7145, C22, P6
7146, C2, P19
7147, C53, P15
7148, C25, P16
7149, C73, P6
7150, C71, P15
7151, C5, P8
7152, C13, P16
7153, C85, P13
7154, C95, P15
7155, C83, P9
7156, C88, P3
7157, C97, P7
7158, C49, P6
7159, C22, P1
7160, C68, P7
7161, C54, P3
7162, C61, P14
7163, C88, P13
7164, C15, P3
7165, C22, P18
7166, C8, P14
7167, C98, P18
7168, C27, P16
7169, C10, P3
7170, C13, P2
7171, C53, P8
7172, C59, P12
7173, C65, P2
7174, C76, P11
7175, C38, P14
7176, C69, P15
7177, C100, P1
7178, C27, P5
7179, C27, P1
7180, C39, P16
7181, C18, P4
7182, C8, P11
7183, C58, P15
7184, C94, P7
7185, C52, P1
7186, C49, P20
7187, C53, P3
7188, C86, P11
7189, C15, P3
7190, C32, P5
7191, C90, P6
7192, C15, P10
7193, C11, P9
7194, C46, P6
7195, C99, P14
7196, C72, P20
7197, C63, P11
7198, C89, P11
7199, C44, P13
7200, C97, P10
7201, C19, P11
7202, C100, P9
7203, C41, P7
7204, C100, P20
7205, C29, P1
7206, C16, P15
7207, C55, P16
7208, C36, P17
7209, C29, P19
7210, C61, P16
7211, C70, P15
7212, C87, P14
7213, C31, P8
7214, C92, P12
7215, C89, P13
7216, C12, P9
7217, C5, P20
7218, C7, P12
7219, C55, P10
7220, C81, P2
7221, C87, P10
7222, C23, P14
7223, C19, P13
7224, C47, P11
7225, C29, P6
7226, C67, P9
7227, C5, P4
7228, C19, P5
7229, C15, P11
7230, C36, P9
7231, C4, P13
7232, C47, P1
7233, C34, P17
7234, C56, P3
7235, C97, P20
7236, C25, P10
7237, C90, P3
7238, C57, P6
7239, C10, P15
7240, C45, P5
7241, C15, P18
7242, C89, P6
7243, C90, P12
7244, C69, P6
7245, C90, P7
7246, C97, P15
7247, C25, P7
7248, C1, P6
7249, C92, P3
7250, C46, P1
7251, C57, P2
7252, C30, P19
7253, C74, P11
7254, C17, P17
7255, C93, P12
7256, C63, P20
7257, C46, P6
7258, C81, P13
7259, C24, P12
7260, C3, P20
7261, C42, P14
7262, C72, P18
7263, C67, P12
7264, C51, P13
7265, C2, P9
7266, C98, P3
7267, C64, P7
7268, C100, P15
7269, C17, P1
7270, C65, P17
7271, C44, P19
7272, C26, P10
7273, C90, P3
7274, C24, P16
7275, C91, P20
7276, C78, P2
7277, C96, P12
7278, C15, P13
7279, C29, P15
7280, C87, P11
7281, C11, P1
7282, C25, P11
7283, C70, P13
7284, C7, P19
7285, C27, P16
7286, C3, P2
7287, C96, P13
7288, C46, P1
7289, C84, P4
7290, C22, P9
7291, C57, P6
7292, C80, P11
7293, C90, P12
7294, C65, P11
7295, C3, P20
7296, C86, P16
7297, C15, P16
7298, C22, P15
7299, C3, P14
7300, C23, P7
7301, C98, P8
7302, C12, P13
7303, C27, P20
7304, C78, P4
7305, C64, P5
7306, C33, P15
7307, C13, P17
7308, C6, P4
7309, C49, P3
7310, C7, P2
7311, C94, P5
7312, C87, P16
7313, C92, P11
7314, C53, P12
7315, C55, P18
7316, C25, P5
7317, C62, P14
7318, C18, P7
7319, C27, P9
7320, C31, P10
7321, C28, P14
7322, C49, P17
7323, C88, P5
7324, C1, P12
7325, C97, P14
7326, C38, P17
7327, C72, P10
7328, C19, P17
7329, C42, P9
7330, C49, P1
7331, C20, P3
7332, C15, P2
7333, C47, P9
7334, C88, P18
7335, C65, P16
7336, C25, P11
7337, C17, P6
7338, C91, P14
7339, C7, P1
7340, C25, P10
7341, C49, P20
7342, C89, P16
7343, C1, P2
7344, C56, P15
7345, C3, P19
7346, C47, P5
7347, C84, P18
7348, C34, P17
7349, C2, P20
7350, C99, P7
7351, C53, P1
7352, C44, P18
7353, C66, P5
7354, C97, P16
7355, C77, P13
7356, C2, P14
7357, C82, P14
7358, C64, P18
7359, C81, P10
7360, C45, P13
7361, C16, P12
7362, C98, P4
7363, C75, P16
7364, C1, P9
7365, C87, P14
7366, C96, P9
7367, C19, P10
7368, C72, P12
7369, C28, P14
7370, C35, P13
7371, C52, P13
7372, C23, P15
7373, C12, P6
7374, C20, P4
7375, C62, P17
7376, C99, P2
7377, C37, P18
7378, C48, P20
7379, C34, P10
7380, C25, P5
7381, C56, P17
7382, C85, P18
7383, C33, P15
7384, C43, P10
7385, C54, P10
7386, C24, P18
7387, C15, P14
7388, C63, P8
7389, C71, P12
7390, C80, P3
7391, C99, P4
7392, C26, P17
7393, C63, P4
7394, C38, P1
7395, C29, P2
7396, C17, P3
7397, C6, P9
7398, C91, P15
7399, C15, P17
7400, C27, P9
7401, C8, P5
7402, C80, P1
7403, C81, P13
7404, C32, P13
7405, C55, P3
7406, C47, P15
7407, C51, P16
7408, C19, P20
7409, C93, P8
7410, C16, P10
7411, C80, P9
7412, C51, P2
7413, C29, P4
7414, C42, P16
7415, C87, P10
7416, C57, P4
7417, C93, P3
7418, C33, P14
7419, C60, P8
7420, C84, P14
7421, C35, P13
7422, C59, P8
7423, C17, P6
7424, C51, P4
7425, C6, P11
7426, C27, P15
7427, C1, P4
7428, C100, P7
7429, C62, P9
7430, C39, P16
7431, C56, P6
7432, C24, P10
7433, C50, P16
7434, C97, P6
7435, C87, P18
7436, C13, P4
7437, C73, P15
7438, C66, P8
7439, C18, P8
7440, C20, P14
7441, C52, P13
7442, C64, P6
7443, C43, P5
7444, C24, P19
7445, C34, P14
7446, C22, P1
7447, C84, P16
7448, C9, P5
7449, C41, P12
7450, C29, P17
7451, C32, P19
7452, C85, P6
7453, C12, P9
7454, C32, P13
7455, C5, P7
7456, C18, P2
7457, C69, P16
7458, C20, P2
7459, C75, P12
7460, C29, P10
7461, C31, P2
7462, C2, P8
7463, C85, P20
7464, C84, P17
7465, C3, P1
7466, C78, P8
7467, C11, P9
7468, C91, P6
7469, C91, P11
7470, C43, P8
7471, C27, P14
7472, C64, P9
7473, C76, P18
7474, C95, P12
7475, C45, P13
7476, C80, P9
7477, C70, P12
7478, C30, P10
7479, C14, P6
7480, C4, P7
7481, C72, P12
7482, C97, P5
7483, C2, P11
7484, C65, P16
7485, C82, P18
7486, C10, P15
7487, C18, P4
7488, C39, P18
7489, C40, P8
7490, C100, P11
7491, C48, P10
7492, C32, P20
7493, C88, P4
7494, C98, P4
7495, C57, P4
7496, C77, P14
7497, C82, P2
7498, C72, P13
7499, C68, P15
7500, C63, P9
7501, C65, P15
7502, C72, P8
7503, C74, P19
7504, C4, P10
7505, C61, P7
7506, C58, P8
7507, C99, P4
7508, C43, P3
7509, C69, P15
7510, C86, P2
7511, C35, P6
7512, C37, P18
7513, C14, P6
7514, C38, P17
7515, C42, P12
7516, C70, P9
7517, C88, P17
7518, C74, P4
7519, C30, P18
7520, C15, P4
7521, C3, P1
7522, C41, P17
7523, C38, P7
7524, C87, P3
7525, C24, P3
7526, C77, P19
7527, C87, P14
7528, C92, P3
7529, C26, P1
7530, C25, P2
7531, C25, P20
7532, C15, P20
7533, C47, P18
7534, C17, P3
7535, C28, P6
7536, C82, P6
7537, C49, P19
7538, C85, P17
7539, C78, P10
7540, C99, P14
7541, C69, P14
7542, C48, P7
7543, C25, P9
7544, C16, P6
7545, C64, P9
7546, C41, P11
7547, C44, P19
7548, C77, P2
7549, C46, P13
7550, C73, P17
7551, C69, P6
7552, C46, P19
7553, C94, P13
7554, C72, P5
7555, C65, P20
7556, C15, P17
7557, C46, P17
7558, C67, P14
7559, C52, P5
7560, C40, P12
7561, C11, P8
7562, C95, P19
7563, C46, P5
7564, C20, P17
7565, C77, P20
7566, C26, P7
7567, C48, P6
7568, C54, P8
7569, C23, P13
7570, C32, P10
7571, C81, P9
7572, C91, P20
7573, C86, P17
7574, C8, P16
7575, C62, P18
7576, C70, P6
7577, C57, P12
7578, C49, P6
7579, C14, P18
7580, C81, P14
7581, C31, P4
7582, C57, P4
7583, C13, P5
7584, C81, P4
7585, C86, P15
7586, C18, P1
7587, C14, P19
7588, C69, P20
7589, C46, P18
7590, C37, P14
7591, C18, P1
7592, C18, P19
7593, C39, P14
7594, C5, P19
7595, C56, P7
7596, C96, P11
7597, C31, P9
7598, C84, P15
7599, C52, P16
7600, C34, P11
7601, C64, P10
7602, C18, P19
7603, C2, P1
7604, C54, P11
7605, C22, P3
7606, C85, P2
7607, C33, P7
7608, C65, P9
7609, C94, P18
7610, C54, P13
7611, C32, P8
7612, C74, P11
7613, C64, P13
7614, C41, P3
7615, C80, P18
7616, C47, P15
7617, C9, P10
7618, C19, P11
7619, C49, P4
7620, C31, P5
7621, C85, P14
7622, C70, P5
7623, C33, P2
7624, C4, P7
7625, C82, P8
7626, C47, P13
7627, C76, P7
7628, C80, P19
7629, C95, P12
7630, C80, P3
7631, C59, P11
7632, C13, P20
7633, C3, P1
7634, C97, P7
7635, C76, P11
7636, C41, P13
7637, C90, P6
7638, C27, P12
7639, C84, P13
7640, C97, P4
7641, C83, P16
7642, C67, P1
7643, C88, P13
7644, C65, P2
7645, C50, P5
7646, C93, P17
7647, C77, P1
7648, C84, P13
7649, C86, P20
7650, C68, P8
7651, C60, P1
7652, C10, P20
7653, C43, P10
7654, C9, P19
7655, C37, P8
7656, C33, P1
7657, C88, P9
7658, C33, P3
7659, C9, P14
7660, C76, P4
7661, C19, P2
7662, C49, P20
7663, C66, P19
7664, C14, P12
7665, C100, P3
7666, C11, P10
7667, C1, P18
7668, C60, P6
7669, C48, P17
7670, C77, P6
7671, C45, P11
7672, C68, P4
7673, C34, P14
7674, C45, P4
7675, C86, P5
7676, C78, P7
7677, C40, P6
7678, C71, P18
7679, C43, P12
7680, C9, P5
7681, C80, P5
7682, C40, P8
7683, C70, P6
7684, C90, P5
7685, C68, P7
7686, C15, P17
7687, C2, P18
7688, C23, P3
7689, C58, P13
7690, C91, P15
7691, C76, P3
7692, C5, P18
7693, C32, P17
7694, C90, P14
7695, C5, P8
7696, C35, P12
7697, C50, P17
7698, C69, P11
7699, C88, P15
7700, C62, P15
7701, C48, P13
7702, C36, P20
7703, C81, P8
7704, C50, P12
7705, C100, P1
7706, C9, P15
7707, C95, P8
7708, C9, P2
7709, C17, P7
7710, C99, P10
7711, C22, P4
7712, C23, P11
7713, C17, P13
7714, C28, P7
7715, C3, P4
7716, C74, P6
7717, C78, P18
7718, C72, P4
7719, C95, P17
7720, C90, P16
7721, C11, P12
7722, C50, P15
7723, C29, P4
7724, C65, P16
7725, C89, P19
7726, C58, P5
7727, C83, P17
7728, C19, P10
7729, C60, P20
7730, C79, P14
7731, C8, P6
7732, C70, P16
7733, C100, P9
7734, C80, P15
7735, C10, P10
7736, C57, P19
7737, C11, P17
7738, C75, P1
7739, C97, P10
7740, C99, P3
7741, C30, P14
7742, C70, P1
7743, C80, P7
7744, C85, P9
7745, C68, P14
7746, C65, P4
7747, C50, P20
7748, C25, P12
7749, C91, P9
7750, C28, P19
7751, C51, P4
7752, C91, P20
7753, C49, P17
7754, C24, P20
7755, C19, P13
7756, C12, P17
7757, C85, P7
7758, C93, P9
7759, C93, P20
7760, C75, P20
7761, C9, P13
7762, C3, P10
7763, C51, P18
7764, C56, P19
7765, C76, P2
7766, C32, P12
7767, C23, P19
7768, C15, P19
7769, C49, P7
7770, C19, P3
7771, C70, P8
7772, C40, P6
7773, C13, P20
7774, C18, P7
7775, C11, P1
7776, C59, P10
7777, C37, P1
7778, C66, P5
7779, C100, P14
7780, C59, P15
7781, C16, P5
7782, C74, P6
7783, C65, P5
7784, C12, P7
7785, C59, P4
7786, C95, P13
7787, C84, P13
7788, C97, P20
7789, C7, P1
7790, C49, P6
7791, C4, P1
7792, C75, P5
7793, C24, P8
7794, C68, P10
7795, C93, P9
7796, C84, P2
7797, C17, P9
7798, C79, P9
7799, C55, P4
7800, C69, P8
7801, C91, P11
7802, C85, P8
7803, C83, P20
7804, C79, P20
7805, C50, P20
7806, C25, P2
7807, C45, P11
7808, C79, P19
7809, C99, P18
7810, C42, P8
7811, C11, P4
7812, C80, P11
7813, C71, P20
7814, C37, P2
7815, C100, P5
7816, C51, P16
7817, C100, P11
7818, C33, P8
7819, C31, P2
7820, C15, P7
7821, C61, P16
7822, C90, P15
7823, C4, P19
7824, C69, P11
7825, C42, P6
7826, C83, P11
7827, C91, P4
7828, C13, P9
7829, C54, P13
7830, C67, P11
7831, C60, P8
7832, C38, P4
7833, C48, P6
7834, C58, P18
7835, C37, P8
7836, C11, P12
7837, C32, P8
7838, C74, P19
7839, C73, P18
7840, C6, P8
7841, C85, P3
7842, C99, P5
7843, C46, P11
7844, C12, P1
7845, C16, P16
7846, C49, P3
7847, C69, P10
7848, C46, P18
7849, C89, P19
7850, C26, P13
7851, C74, P18
7852, C4, P19
7853, C83, P20
7854, C41, P17
7855, C14, P14
7856, C65, P19
7857, C28, P20
7858, C20, P13
7859, C97, P12
7860, C64, P7
7861, C91, P1
7862, C80, P20
7863, C63, P20
7864, C91, P6
7865, C83, P9
7866, C41, P9
7867, C41, P19
7868, C94, P20
7869, C35, P16
7870, C17, P1
7871, C42, P4
7872, C96, P20
7873, C9, P14
7874, C41, P11
7875, C10, P11
7876, C84, P11
7877, C99, P17
7878, C5, P6
7879, C48, P19
7880, C3, P10
7881, C59, P10
